epoch,accuracy,auc,learning_rate,loss,val_accuracy,val_auc,val_loss
0,0.6663243770599365,0.7416865229606628,0.0010000000474974513,0.5721288323402405,0.6456115245819092,0.7407194972038269,0.5845978856086731
1,0.7323815822601318,0.8184941411018372,0.0010000000474974513,0.5094190835952759,0.6819794774055481,0.7700062394142151,0.5541682243347168
2,0.7479637265205383,0.8327450752258301,0.0010000000474974513,0.49471667408943176,0.638553261756897,0.739677369594574,0.6216932535171509
3,0.7508947253227234,0.83781498670578,0.0010000000474974513,0.48806068301200867,0.7650038003921509,0.8528175354003906,0.4747627377510071
4,0.753865659236908,0.8417401909828186,0.0010000000474974513,0.4832039177417755,0.7610559463500977,0.8598502278327942,0.4727950692176819
5,0.757554292678833,0.8453310132026672,0.0010000000474974513,0.47880226373672485,0.7083781957626343,0.8023562431335449,0.5227741599082947
6,0.7600964903831482,0.8475948572158813,0.0010000000474974513,0.47591960430145264,0.5461179614067078,0.7685990929603577,0.9882769584655762
7,0.7622498869895935,0.8505836725234985,0.0010000000474974513,0.47211137413978577,0.6627188324928284,0.8160068988800049,0.5452619791030884
8,0.7631869912147522,0.8521009683609009,0.0010000000474974513,0.4698089063167572,0.772221565246582,0.8626748323440552,0.4558727443218231
9,0.7663971781730652,0.8535895943641663,0.0010000000474974513,0.46794161200523376,0.7186266183853149,0.8229139447212219,0.5415361523628235
10,0.7656494379043579,0.8537881374359131,0.0010000000474974513,0.46763452887535095,0.6758384108543396,0.8578945398330688,0.642680287361145
11,0.766227662563324,0.8551100492477417,0.0010000000474974513,0.4657987356185913,0.727040708065033,0.8516039252281189,0.49321916699409485
12,0.768420934677124,0.8570114374160767,0.0010000000474974513,0.4630875885486603,0.6751206517219543,0.7790971994400024,0.545847475528717
13,0.7686801552772522,0.856979250907898,0.0010000000474974513,0.46317780017852783,0.7188259959220886,0.8305062651634216,0.5290601253509521
14,0.7699861526489258,0.8585030436515808,0.0010000000474974513,0.46082547307014465,0.6348845362663269,0.7801946401596069,0.7537112236022949
15,0.7719002366065979,0.8590558767318726,0.0010000000474974513,0.4605465829372406,0.7306695580482483,0.824815571308136,0.500712513923645
16,0.7744225263595581,0.8629889488220215,0.0005000000237487257,0.4546799063682556,0.6972524523735046,0.8260147571563721,0.5155050158500671
17,0.7754393815994263,0.8642642498016357,0.0005000000237487257,0.45306822657585144,0.6854488253593445,0.8610674738883972,0.5174325704574585
18,0.7751104235649109,0.8639639019966125,0.0005000000237487257,0.4531431496143341,0.6675439476966858,0.8365362882614136,0.563746988773346
19,0.7752898335456848,0.8640128374099731,0.0005000000237487257,0.45321375131607056,0.7542768120765686,0.8593927025794983,0.47381383180618286
20,0.7758481502532959,0.8645415902137756,0.0005000000237487257,0.45230621099472046,0.7171511650085449,0.81116783618927,0.5160778760910034
21,0.775529146194458,0.8647855520248413,0.0005000000237487257,0.4517764151096344,0.7630497813224792,0.8620117902755737,0.4638389050960541
22,0.77707439661026,0.8658121228218079,0.0005000000237487257,0.4505528509616852,0.7678350806236267,0.8609205484390259,0.45893359184265137
23,0.7799854278564453,0.868221640586853,0.0002500000118743628,0.4472266733646393,0.7818319797515869,0.8710307478904724,0.4442206919193268
24,0.7792576551437378,0.8684134483337402,0.0002500000118743628,0.44655248522758484,0.7860589623451233,0.8740569353103638,0.4399142861366272
25,0.7781112194061279,0.8678690791130066,0.0002500000118743628,0.4470951557159424,0.7431909441947937,0.871274471282959,0.4725533127784729
26,0.7781710028648376,0.8680233955383301,0.0002500000118743628,0.447033554315567,0.7745344042778015,0.8647401928901672,0.45168793201446533
27,0.7796863913536072,0.8683958053588867,0.0002500000118743628,0.44634246826171875,0.7607369422912598,0.8520849347114563,0.4697771370410919
28,0.7819594144821167,0.8702707290649414,0.0002500000118743628,0.4439607858657837,0.7825896143913269,0.8755845427513123,0.4423193335533142
29,0.7805038690567017,0.8694497346878052,0.0002500000118743628,0.4448866546154022,0.7780037522315979,0.8688279390335083,0.44643634557724
30,0.7807530760765076,0.8695765733718872,0.0002500000118743628,0.44477415084838867,0.7821908593177795,0.8706216216087341,0.4453849792480469
31,0.7812415957450867,0.8692622184753418,0.0002500000118743628,0.4457094073295593,0.7388443350791931,0.867019534111023,0.4829684793949127
32,0.7807929515838623,0.870580792427063,0.0001250000059371814,0.44344276189804077,0.7655620574951172,0.8553828001022339,0.46359384059906006
33,0.7814609408378601,0.8700096607208252,0.0001250000059371814,0.4443032145500183,0.7807552814483643,0.875134289264679,0.4415108859539032
34,0.7810322046279907,0.8703308701515198,0.0001250000059371814,0.4435156285762787,0.7834669351577759,0.8763257265090942,0.438502699136734
35,0.7807630300521851,0.8703758120536804,0.0001250000059371814,0.44346901774406433,0.7841846942901611,0.8760933876037598,0.43888381123542786
36,0.7816603183746338,0.870593786239624,0.0001250000059371814,0.4437907636165619,0.7435498833656311,0.869210422039032,0.47683626413345337
37,0.7814010977745056,0.870881199836731,0.0001250000059371814,0.442782461643219,0.7814730405807495,0.8718949556350708,0.4415866434574127
38,0.7819992899894714,0.8712798953056335,0.0001250000059371814,0.44223862886428833,0.7779240012168884,0.8690712451934814,0.4461367130279541
39,0.7823681235313416,0.8713440299034119,0.0001250000059371814,0.4423503875732422,0.6527096629142761,0.8292005062103271,0.6237708330154419
40,0.782657265663147,0.8714913725852966,0.0001250000059371814,0.4421214461326599,0.7902061939239502,0.8788933157920837,0.4308084547519684
41,0.7827170491218567,0.8721075654029846,0.0001250000059371814,0.4412052631378174,0.7242094278335571,0.8450062870979309,0.4991927742958069
42,0.7830460667610168,0.8717225193977356,0.0001250000059371814,0.4417897164821625,0.7558718919754028,0.8694915771484375,0.46654587984085083
43,0.7839532494544983,0.8724347352981567,0.0001250000059371814,0.4407873749732971,0.7829484939575195,0.8759670853614807,0.43750783801078796
44,0.782677173614502,0.8716387748718262,0.0001250000059371814,0.4415702819824219,0.783028244972229,0.8737876415252686,0.4392934739589691
45,0.7834747433662415,0.872654139995575,0.0001250000059371814,0.4400264322757721,0.7853012681007385,0.8756715059280396,0.4366016983985901
46,0.7840230464935303,0.8724216222763062,0.0001250000059371814,0.44062477350234985,0.7866570949554443,0.8760331273078918,0.4353170394897461
47,0.7845913171768188,0.872838020324707,0.0001250000059371814,0.43997982144355774,0.7863779664039612,0.8754937648773193,0.4356255531311035
48,0.7825675010681152,0.8723394870758057,6.25000029685907e-05,0.44068947434425354,0.7861387133598328,0.8762183785438538,0.4350624978542328
49,0.7842622995376587,0.8735684156417847,6.25000029685907e-05,0.4385087788105011,0.7897675037384033,0.8785445094108582,0.4315567910671234
0,0.6443617939949036,0.7020402550697327,0.0010000000474974513,0.5934700965881348,0.6083662509918213,0.728991687297821,0.5971813797950745
1,0.703779399394989,0.7910679578781128,0.0010000000474974513,0.5350901484489441,0.7017186880111694,0.8414485454559326,0.5612637400627136
2,0.7418525218963623,0.8285310864448547,0.0010000000474974513,0.4998878538608551,0.7261235117912292,0.8468607068061829,0.5140160918235779
3,0.7516823410987854,0.8383296728134155,0.0010000000474974513,0.4883831739425659,0.5934122800827026,0.8252038955688477,0.9271248579025269
4,0.7478839755058289,0.8340174555778503,0.0010000000474974513,0.4926980435848236,0.7474976778030396,0.8377816677093506,0.490561842918396
5,0.7539454102516174,0.842549204826355,0.0010000000474974513,0.48300281167030334,0.6706942319869995,0.8150352835655212,0.575874924659729
6,0.7585911154747009,0.8452432751655579,0.0010000000474974513,0.4800085127353668,0.7670773863792419,0.856946587562561,0.4680421054363251
7,0.7589799165725708,0.8446949124336243,0.0010000000474974513,0.48027336597442627,0.7330222725868225,0.8457619547843933,0.5026991963386536
8,0.758411705493927,0.84609055519104,0.0010000000474974513,0.4782899022102356,0.7685129642486572,0.8560333847999573,0.46907997131347656
9,0.7588403820991516,0.845238447189331,0.0010000000474974513,0.47911331057548523,0.74151611328125,0.856756865978241,0.5021284222602844
10,0.7600964903831482,0.8473193645477295,0.0010000000474974513,0.4766242504119873,0.736770749092102,0.830081045627594,0.5024702548980713
11,0.760714590549469,0.8480689525604248,0.0010000000474974513,0.47528812289237976,0.749172568321228,0.8559108972549438,0.48521071672439575
12,0.7613326907157898,0.8493000268936157,0.0010000000474974513,0.4741459786891937,0.7231726050376892,0.8448643088340759,0.511991024017334
13,0.7582820653915405,0.846034049987793,0.0010000000474974513,0.4783555865287781,0.7323045134544373,0.8296678066253662,0.5051113963127136
14,0.7637353539466858,0.8522853851318359,0.0005000000237487257,0.46989333629608154,0.7735773921012878,0.862608790397644,0.4571617543697357
15,0.766965389251709,0.8545767664909363,0.0005000000237487257,0.46703478693962097,0.7654025554656982,0.8647024035453796,0.46144261956214905
16,0.7662376761436462,0.8547338247299194,0.0005000000237487257,0.46638545393943787,0.7627706527709961,0.858583927154541,0.46965327858924866
17,0.7673342823982239,0.8557307720184326,0.0005000000237487257,0.4655362069606781,0.7170714139938354,0.8374220132827759,0.5288110375404358
18,0.768420934677124,0.8564315438270569,0.0005000000237487257,0.4641030430793762,0.7734976410865784,0.8685989379882812,0.45915669202804565
19,0.7689592838287354,0.856262743473053,0.0005000000237487257,0.46489912271499634,0.7625313997268677,0.8607052564620972,0.47069627046585083
20,0.7696172595024109,0.8563168048858643,0.0005000000237487257,0.46455028653144836,0.7551541328430176,0.8542221784591675,0.47937893867492676
21,0.7688894867897034,0.8577259182929993,0.0005000000237487257,0.46224284172058105,0.6826574206352234,0.7986478209495544,0.5695539116859436
22,0.7712323069572449,0.8595491647720337,0.0002500000118743628,0.45959097146987915,0.7687123417854309,0.8614256978034973,0.4636766016483307
23,0.7710129618644714,0.8599180579185486,0.0002500000118743628,0.4593314230442047,0.7671172618865967,0.869519829750061,0.4680142104625702
24,0.7740337252616882,0.8616558909416199,0.0002500000118743628,0.45669278502464294,0.7618535161018372,0.8698057532310486,0.48325657844543457
25,0.7739539742469788,0.8615933656692505,0.0002500000118743628,0.4569472372531891,0.7576265335083008,0.8562800288200378,0.4762687087059021
26,0.7743726968765259,0.862168550491333,0.0002500000118743628,0.45624038577079773,0.7696295380592346,0.8605299592018127,0.46267175674438477
27,0.773266077041626,0.8620458841323853,0.0002500000118743628,0.4562537968158722,0.7711448669433594,0.8708361387252808,0.4564626216888428
28,0.7739938497543335,0.8623192310333252,0.0002500000118743628,0.45587241649627686,0.7594608664512634,0.8612351417541504,0.47026190161705017
29,0.7739539742469788,0.8624069094657898,0.0002500000118743628,0.455837219953537,0.7730190753936768,0.8709909915924072,0.4527078866958618
30,0.7741633057594299,0.8627914786338806,0.0002500000118743628,0.4550853967666626,0.7656418085098267,0.8680735230445862,0.47308871150016785
31,0.7744624018669128,0.8624666333198547,0.0002500000118743628,0.45569542050361633,0.7728196978569031,0.8680744767189026,0.4549441337585449
32,0.7749907970428467,0.8638548851013184,0.0002500000118743628,0.453473836183548,0.7709853649139404,0.8711754679679871,0.464126855134964
33,0.7756986021995544,0.8634021878242493,0.0002500000118743628,0.454251229763031,0.7668780088424683,0.86979079246521,0.46157753467559814
34,0.7749708294868469,0.8638188242912292,0.0002500000118743628,0.4537065327167511,0.7703872323036194,0.8713440895080566,0.458553671836853
35,0.7750206589698792,0.8648114204406738,0.0002500000118743628,0.45172950625419617,0.7750129699707031,0.8710581660270691,0.4542987644672394
36,0.7764064073562622,0.8644436597824097,0.0002500000118743628,0.4528653621673584,0.77620929479599,0.867150068283081,0.4558596611022949
37,0.7772139310836792,0.8655537962913513,0.0001250000059371814,0.4514225423336029,0.7748135924339294,0.8734862804412842,0.4527476727962494
38,0.7761472463607788,0.8660721182823181,0.0001250000059371814,0.4505038559436798,0.7731387615203857,0.8715074062347412,0.4581409990787506
39,0.7777224183082581,0.8659643530845642,0.0001250000059371814,0.45071089267730713,0.7717031836509705,0.8709313273429871,0.4579794108867645
40,0.7774831056594849,0.8669037222862244,0.0001250000059371814,0.4491347372531891,0.7628902792930603,0.8670734167098999,0.46864059567451477
41,0.7781211733818054,0.8666848540306091,0.0001250000059371814,0.44930028915405273,0.752282977104187,0.8519910573959351,0.48254334926605225
42,0.7783504724502563,0.8665183782577515,0.0001250000059371814,0.44990232586860657,0.7641264796257019,0.8674655556678772,0.4657984972000122
43,0.7791380286216736,0.8669640421867371,0.0001250000059371814,0.4492662250995636,0.781552791595459,0.8684544563293457,0.44661375880241394
44,0.7781809568405151,0.867294192314148,0.0001250000059371814,0.44879457354545593,0.7806755304336548,0.871192991733551,0.44543859362602234
45,0.7796963453292847,0.8675936460494995,0.0001250000059371814,0.44832298159599304,0.7735773921012878,0.8759089708328247,0.45747387409210205
46,0.778529942035675,0.8677740097045898,0.0001250000059371814,0.4478771984577179,0.7742951512336731,0.8728355765342712,0.45732495188713074
47,0.7772737741470337,0.8666969537734985,0.0001250000059371814,0.44929149746894836,0.7648442983627319,0.8694112300872803,0.4624353051185608
48,0.7788788676261902,0.8672410249710083,0.0001250000059371814,0.44861775636672974,0.774574339389801,0.8732312917709351,0.4557361304759979
49,0.7782208323478699,0.86739581823349,0.0001250000059371814,0.44787442684173584,0.7754516005516052,0.867714524269104,0.4532333016395569
